	shannon	observed_otus
KO6	6.21323156728	218.0
WT8	5.00805639554	171.0
KO2	6.1348336936	226.0
KO5	5.94558917885	210.0
OE2	5.74000700739	201.0
WT1	5.30194039965	203.0
WT2	5.81481564688	211.0
WT4	5.8784225003	232.0
KO7	5.74581038461	190.0
KO3	4.68876655115	174.0
WT6	5.73354887188	202.0
OE4	5.74457098959	203.0
KO9	6.0463832587	215.0
WT3	5.89633319782	205.0
KO1	5.72675200935	206.0
KO4	5.94621343873	222.0
WT5	5.47654826895	184.0
KO8	5.82356836704	208.0
OE6	5.61470693988	184.0
OE5	5.7417132227	194.0
WT7	6.0551589441	209.0
OE7	5.67992969795	191.0
WT9	5.51728280193	211.0
OE1	5.81564985312	188.0
OE8	5.84665168866	189.0
OE9	5.70901955049	182.0
OE3	5.41703201399	179.0
