	shannon	observed_otus
KO6	6.23562436088	243.0
WT8	4.99723113197	190.0
KO2	6.13077747961	262.0
KO5	6.07413299138	247.0
OE2	5.6881462629	221.0
WT1	5.3745769599	221.0
WT2	5.87935405889	251.0
WT4	5.8698820591	240.0
KO7	5.87434472223	222.0
KO3	4.83287256084	200.0
WT6	5.7412846641	227.0
OE4	5.745069855	229.0
KO9	5.98692800515	223.0
WT3	6.03979241683	245.0
KO1	5.71568871977	234.0
KO4	5.83500890435	238.0
WT5	5.59010327938	215.0
KO8	5.89476410828	226.0
OE6	5.73810444946	207.0
OE5	5.79098820649	214.0
WT7	6.128923884	242.0
OE7	5.63691854015	214.0
WT9	5.48903512101	234.0
OE1	5.88311830248	221.0
OE8	5.90805560648	223.0
OE9	5.81049673889	202.0
OE3	5.45822392572	203.0
