	shannon	observed_otus
KO6	6.23378020703	258.0
WT8	4.96606897813	218.0
KO2	6.11665415797	274.0
KO5	6.0567610337	277.0
OE2	5.72392234666	256.0
WT1	5.27540536614	240.0
WT2	5.93203603322	284.0
WT4	5.87207704221	270.0
KO7	5.87952691024	264.0
KO3	4.89737367551	237.0
WT6	5.73581835677	257.0
KO9	6.09779256264	278.0
WT3	5.99088794572	266.0
KO1	5.74125251665	256.0
KO4	5.84921344587	258.0
WT5	5.53786746878	238.0
KO8	5.9057940676	254.0
OE6	5.75934801541	244.0
OE5	5.8119609514	251.0
WT7	6.13760161888	282.0
OE7	5.62655417159	232.0
WT9	5.4219515713	250.0
OE1	5.87455124373	241.0
OE8	5.94248763701	242.0
OE9	5.80238958193	233.0
