	shannon	observed_otus
KO6	5.90593076578	105.0
WT8	4.62951224265	75.0
KO2	5.66836953959	106.0
KO5	5.66434483086	104.0
OE2	5.44903229021	92.0
WT1	4.79418456276	85.0
WT2	5.52278604791	100.0
WT4	5.36753241344	91.0
KO7	5.23475059105	86.0
KO3	4.6244313657	78.0
WT6	5.17998061253	79.0
OE4	5.50089852628	100.0
KO9	5.56831487012	96.0
WT3	5.56243008672	99.0
KO1	5.54829233588	98.0
KO4	5.59356140432	96.0
WT5	5.35434507001	94.0
KO8	5.19840828679	84.0
OE6	5.40570982457	88.0
OE5	5.43146848026	91.0
WT7	5.61326701262	94.0
OE7	4.85155822262	78.0
WT9	4.92011399526	75.0
OE1	5.37766427715	83.0
OE8	5.27316252148	84.0
OE9	5.32214166707	87.0
OE3	5.09383411298	84.0
