	shannon	observed_otus
KO6	6.19073424908	204.0
WT8	4.92135298805	172.0
KO2	5.98679036892	219.0
KO5	5.97928154551	213.0
OE2	5.57872088687	185.0
WT1	5.16604568456	173.0
WT2	5.77793385031	227.0
WT4	5.77861352537	202.0
KO7	5.91131662407	208.0
KO3	4.86081557246	179.0
WT6	5.65162700879	197.0
OE4	5.67959528503	199.0
KO9	5.95261854569	205.0
WT3	5.92127224465	205.0
KO1	5.84003803241	204.0
KO4	5.94876426588	210.0
WT5	5.50913107831	184.0
KO8	5.82474555767	198.0
OE6	5.63745350719	189.0
OE5	5.79707180147	197.0
WT7	5.94893789661	204.0
OE7	5.61297056836	194.0
WT9	5.51854941279	208.0
OE1	5.63044342096	170.0
OE8	5.76574360882	188.0
OE9	5.76509708433	192.0
OE3	5.42694656937	185.0
