	shannon	observed_otus
KO6	6.26505850489	237.0
WT8	5.10316915523	200.0
KO2	6.15954222251	251.0
KO5	6.09918832452	245.0
OE2	5.64492474567	212.0
WT1	5.30757162607	214.0
WT2	5.7353803751	235.0
WT4	5.95536195742	252.0
KO7	5.86808261226	226.0
KO3	4.75364025401	189.0
WT6	5.80452695693	226.0
OE4	5.73451404805	213.0
KO9	6.08421230975	224.0
WT3	5.93580851887	235.0
KO1	5.85907832423	224.0
KO4	5.91262100046	239.0
WT5	5.64084994135	231.0
KO8	5.87238380128	231.0
OE6	5.66884715263	196.0
OE5	5.73895721504	210.0
WT7	5.97000354014	235.0
OE7	5.59292445127	208.0
WT9	5.5573591982	230.0
OE1	5.84701546103	215.0
OE8	5.85808157919	219.0
OE9	5.72864495587	203.0
OE3	5.49142165639	197.0
