	shannon	observed_otus
KO6	6.2008242798	203.0
WT8	4.97964836418	157.0
KO2	6.11773128407	201.0
KO5	5.93857609003	193.0
OE2	5.55592141063	163.0
WT1	5.41516431452	188.0
WT2	5.68713137987	188.0
WT4	5.83555101429	199.0
KO7	5.73221812869	176.0
KO3	4.78336471631	156.0
WT6	5.49395551423	169.0
OE4	5.74268658952	182.0
KO9	5.9619559343	194.0
WT3	5.77725317249	190.0
KO1	5.68899114008	185.0
KO4	5.95163970094	201.0
WT5	5.45814727591	167.0
KO8	5.68167413596	172.0
OE6	5.59499414031	161.0
OE5	5.69746979507	172.0
WT7	5.92697560997	191.0
OE7	5.66498382241	176.0
WT9	5.44141214257	170.0
OE1	5.78374686051	170.0
OE8	5.82413663201	171.0
OE9	5.76684922187	172.0
OE3	5.45044115513	161.0
