	shannon	observed_otus
KO6	6.11870287228	204.0
WT8	5.0600029208	171.0
KO2	6.15320068241	226.0
KO5	5.96739409473	210.0
OE2	5.67947974802	196.0
WT1	5.33853129919	192.0
WT2	5.82973614039	213.0
WT4	5.86623806732	213.0
KO7	5.96634138996	211.0
KO3	4.74089731452	165.0
WT6	5.59386385221	184.0
OE4	5.68554819869	182.0
KO9	5.73807518709	183.0
WT3	5.80773072494	195.0
KO1	5.65722125949	189.0
KO4	5.79473730091	197.0
WT5	5.53279031729	184.0
KO8	5.76836610834	189.0
OE6	5.66052811185	178.0
OE5	5.6281088062	182.0
WT7	5.93672776826	209.0
OE7	5.61886353227	183.0
WT9	5.46035648866	193.0
OE1	5.74825922685	185.0
OE8	5.87108369878	184.0
OE9	5.79053193715	186.0
OE3	5.47181227409	185.0
