	shannon	observed_otus
KO6	6.03259403377	175.0
WT8	4.81693086564	138.0
KO2	6.16321846563	193.0
KO5	5.98283671386	189.0
OE2	5.5456197879	157.0
WT1	5.38496635057	170.0
WT2	5.76020562162	191.0
WT4	5.8545918052	182.0
KO7	5.70260300403	168.0
KO3	4.74161010853	153.0
WT6	5.49378070419	155.0
OE4	5.73937148196	173.0
KO9	5.86105901039	173.0
WT3	5.81220628655	179.0
KO1	5.54335576817	159.0
KO4	5.71833631436	173.0
WT5	5.51259653617	161.0
KO8	5.71433264868	166.0
OE6	5.76063596758	169.0
OE5	5.60585824684	156.0
WT7	5.88557341053	190.0
OE7	5.54328088944	153.0
WT9	5.39297953735	165.0
OE1	5.72208364594	166.0
OE8	5.8281466351	166.0
OE9	5.74915721878	161.0
OE3	5.46711813345	163.0
