	shannon	observed_otus
KO6	5.75063511186	117.0
WT8	5.06597185708	99.0
KO2	5.62131908148	119.0
KO5	5.77706113554	121.0
OE2	5.27770378025	101.0
WT1	5.08208598565	106.0
WT2	5.54685180205	120.0
WT4	5.60783012715	114.0
KO7	5.58013875845	110.0
KO3	4.27551511298	79.0
WT6	5.34310397757	104.0
OE4	5.48179951988	107.0
KO9	5.59415821252	110.0
WT3	5.54562480341	107.0
KO1	5.37841460926	104.0
KO4	5.50587552982	109.0
WT5	5.25554453107	101.0
KO8	5.30929953293	99.0
OE6	5.43879959219	99.0
OE5	5.5257680942	104.0
WT7	5.7001684513	115.0
OE7	5.36024386467	100.0
WT9	5.21323019798	101.0
OE1	5.30755924258	96.0
OE8	5.44450593775	99.0
OE9	5.37391224215	102.0
OE3	5.34645647451	103.0
