	shannon	observed_otus
KO6	6.12410298639	207.0
WT8	4.97925826634	159.0
KO2	6.09727167608	223.0
KO5	6.09103478611	205.0
OE2	5.62454998492	188.0
WT1	5.32235710887	200.0
WT2	5.67103741094	206.0
WT4	5.79025879223	199.0
KO7	5.7632324226	188.0
KO3	4.58143134921	157.0
WT6	5.7172932497	200.0
OE4	5.76091073296	197.0
KO9	5.9209576072	196.0
WT3	5.8053200135	191.0
KO1	5.76232942122	195.0
KO4	5.84938386672	194.0
WT5	5.45609590501	182.0
KO8	5.76893760333	193.0
OE6	5.55776500503	170.0
OE5	5.80600667913	187.0
WT7	6.153149562	223.0
OE7	5.68088873428	177.0
WT9	5.5258274382	186.0
OE1	5.81182218287	190.0
OE8	5.77448487563	190.0
OE9	5.64717108295	171.0
OE3	5.49023145431	182.0
