	shannon	observed_otus
KO6	6.35241267425	303.0
WT8	5.04878533886	243.0
KO2	6.04469137271	286.0
KO5	6.05588995161	285.0
OE2	5.72920767076	266.0
WT1	5.37243044236	264.0
WT2	5.91527593518	302.0
WT4	6.07695405377	311.0
KO7	6.01844556808	289.0
KO3	4.97536377197	245.0
WT6	5.79860355203	273.0
KO9	6.05243272725	272.0
WT3	6.01840959686	287.0
KO1	5.75602024734	273.0
KO4	5.9427801076	276.0
WT5	5.61290666854	251.0
KO8	5.89623659935	266.0
OE6	5.7098079848	241.0
OE5	5.83681108835	261.0
WT7	6.18169805574	283.0
OE7	5.68263477301	248.0
WT9	5.4768050737	250.0
OE1	5.85208520125	254.0
OE8	5.90122676947	250.0
OE9	5.85222911725	248.0
