	shannon	observed_otus
KO6	6.2142325238	269.0
WT8	4.96606625473	199.0
KO2	6.09471893713	268.0
KO5	6.00099444947	250.0
OE2	5.76784377384	244.0
WT1	5.4035824651	258.0
WT2	5.93364179715	278.0
WT4	6.03347183451	265.0
KO7	5.91722184155	247.0
KO3	4.70769370229	200.0
WT6	5.78134908909	240.0
OE4	5.74516101109	240.0
KO9	6.07544005253	268.0
WT3	5.92513569819	264.0
KO1	5.83596325815	249.0
KO4	5.93275938201	259.0
WT5	5.63516835559	235.0
KO8	5.96780083617	242.0
OE6	5.63909994783	215.0
OE5	5.80802372212	241.0
WT7	6.07789848719	259.0
OE7	5.61823791893	220.0
WT9	5.57613289393	236.0
OE1	5.80214435433	221.0
OE8	5.91481435842	228.0
OE9	5.85311629678	230.0
OE3	5.50034444221	213.0
