	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.28647110376	415.41025641	270.0	1.77227
WT8	5.04801923595	395.1	220.0	1.82029
KO2	6.17099183077	546.615384615	272.0	2.1059
KO5	6.06940727825	408.567567568	261.0	1.83918
OE2	5.71562754597	410.097560976	253.0	2.10825
WT1	5.26589183843	387.529411765	239.0	1.87626
WT2	5.97102694945	473.256410256	284.0	2.10734
WT4	6.01313773826	412.833333333	285.0	1.97464
KO7	5.98117226442	431.357142857	267.0	1.65156
KO3	4.83367728716	354.59375	218.0	1.63637
WT6	5.74139632877	356.625	245.0	1.77823
KO9	6.00719811615	398.588235294	253.0	1.89964
WT3	5.98438987293	467.923076923	266.0	2.03373
KO1	5.8339885788	375.386363636	256.0	2.18169
KO4	5.90094233786	436.081081081	262.0	1.90486
WT5	5.55885006466	373.634146341	243.0	1.50841
KO8	5.86435412447	373.333333333	244.0	1.87497
OE6	5.73432792637	338.675675676	228.0	1.71047
OE5	5.80846658629	410.444444444	238.0	1.76996
WT7	6.03490421384	450.277777778	265.0	1.84658
OE7	5.58444890339	296.340909091	219.0	1.87365
WT9	5.55896760196	398.236842105	249.0	2.06809
OE1	5.8315386337	373.552631579	238.0	1.9618
OE8	5.9134132306	331.243902439	240.0	1.91604
OE9	5.79739910391	343.0	227.0	1.89397
