	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.25830396904	328.527777778	227.0	1.7534
WT8	5.04955325703	334.5	185.0	1.68436
KO2	6.03723537813	392.333333333	224.0	1.87808
KO5	6.01383845537	330.837209302	227.0	1.9144
OE2	5.6320825441	374.384615385	199.0	1.75917
WT1	5.34225247257	340.285714286	210.0	1.91717
WT2	5.82763929852	373.285714286	229.0	1.94115
WT4	5.98144536686	417.081081081	243.0	1.95234
KO7	5.81871568049	357.552631579	222.0	1.57417
KO3	4.72718757911	338.193548387	188.0	1.45037
WT6	5.75841589458	420.636363636	222.0	1.73398
OE4	5.65210259458	323.7	199.0	1.93428
KO9	5.93757039388	379.7	218.0	1.75634
WT3	5.92357373023	274.608695652	211.0	1.94014
KO1	5.70592756507	350.7	205.0	1.92046
KO4	5.85885059982	339.5	224.0	1.96055
WT5	5.66210416884	432.517241379	222.0	1.88648
KO8	5.79975586178	387.037037037	211.0	1.85523
OE6	5.67269230177	363.37037037	198.0	1.43533
OE5	5.75850710007	299.088235294	199.0	1.68799
WT7	6.11209677708	386.677419355	227.0	1.70264
OE7	5.58199552909	272.0	193.0	1.76268
WT9	5.52864344264	344.8	209.0	1.75421
OE1	5.79520066159	283.567567568	196.0	1.66755
OE8	5.83605852881	316.0	200.0	1.70064
OE9	5.75267313007	277.058823529	191.0	1.47762
OE3	5.47166723979	287.75	189.0	1.57168
