	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.37399771392	579.139534884	466.0	2.3002
WT8	5.16687924169	536.278688525	388.0	2.05842
KO2	6.26917608904	670.789473684	484.0	2.27869
KO5	6.21163245894	646.615384615	463.0	2.06324
WT1	5.51673800313	590.166666667	428.0	2.22635
WT2	6.05193542101	597.15625	460.0	2.33025
WT4	6.08132890489	673.259259259	498.0	2.13047
KO7	6.07641538621	643.246153846	450.0	2.31489
KO3	4.90906860207	566.064516129	400.0	2.27306
WT6	5.8732588527	552.355932203	421.0	2.14581
KO9	6.1060737148	555.774647887	434.0	2.31773
WT3	6.08262835364	558.0	444.0	2.32913
KO1	5.93194501576	591.084507042	442.0	2.26351
KO4	6.01657278996	680.611111111	448.0	2.17468
WT5	5.68806286734	593.857142857	410.0	2.1752
KO8	6.02561236149	652.692307692	432.0	2.17393
WT7	6.21325950303	662.045454545	462.0	2.30067
WT9	5.61757608864	599.590909091	437.0	2.2349
