	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.34389576694	538.568181818	333.0	2.08758
WT8	5.10339505259	368.12	261.0	1.72372
KO2	6.2116405836	495.333333333	326.0	2.16773
KO5	6.10754072555	482.108695652	319.0	1.92179
WT1	5.44813020679	402.317073171	284.0	2.0143
WT2	5.95094743006	504.23255814	324.0	2.12301
WT4	6.06739394982	451.5	324.0	2.00476
KO7	5.98075355969	390.326086957	287.0	2.07084
KO3	4.83924228561	405.738095238	263.0	1.97094
WT6	5.7582410638	463.0625	299.0	1.7637
KO9	6.0780229897	470.272727273	308.0	1.88819
WT3	5.98135537814	479.108695652	316.0	2.21925
KO1	5.8585410373	419.053571429	302.0	2.15739
KO4	5.9671798363	488.6875	322.0	1.94733
WT5	5.62381250586	440.0	275.0	2.02674
KO8	5.99493871785	460.357142857	296.0	1.89473
OE6	5.73663615111	401.418604651	272.0	1.89605
OE5	5.86116545527	389.25	279.0	1.91176
WT7	6.1998085083	519.25	328.0	2.07198
OE7	5.71229715342	374.326086957	271.0	1.95498
WT9	5.59199551905	548.357142857	310.0	2.12414
OE9	5.83587826294	369.130434783	270.0	1.96083
