	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.32935720034	434.567567568	287.0	1.99884
WT8	5.14590837205	441.756756757	252.0	1.94708
KO2	6.10888785132	533.166666667	293.0	2.07959
KO5	6.04268102468	521.0	290.0	1.91706
OE2	5.71960098343	435.046511628	269.0	1.95335
WT1	5.42234438704	391.956521739	264.0	2.12927
WT2	5.88987298656	537.166666667	297.0	2.13275
WT4	5.95161591979	410.388888889	289.0	1.99771
KO7	5.96907052433	435.87804878	276.0	1.95181
KO3	4.87909404168	378.5	242.0	1.84326
WT6	5.76596285798	418.162790698	271.0	1.78867
KO9	5.96721042895	465.25	271.0	1.83903
WT3	5.99007424443	465.575	278.0	2.05362
KO1	5.92932714181	473.256410256	284.0	2.00107
KO4	5.97872447805	426.0	278.0	2.08661
WT5	5.604162918	401.418604651	262.0	2.13104
KO8	5.87769170972	388.0	247.0	1.86993
OE6	5.74329994239	416.375	249.0	1.89575
OE5	5.82661252018	341.0	250.0	1.77
WT7	6.17982154964	526.916666667	294.0	1.96016
OE7	5.66482694971	377.894736842	245.0	2.02445
WT9	5.56539443391	504.323529412	269.0	2.09703
OE1	5.87336414473	475.71875	260.0	1.91775
OE8	5.93318295973	354.916666667	251.0	1.93788
OE9	5.80776516587	356.157894737	246.0	1.91686
