	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.37232123148	600.733333333	359.0	2.09349
WT8	5.11506041376	398.064516129	296.0	1.90373
KO2	6.18440986371	496.454545455	344.0	2.18832
KO5	6.23520570721	459.277777778	340.0	2.00451
WT1	5.44474773704	422.355932203	317.0	2.21222
WT2	6.07551733975	479.016666667	356.0	2.19082
WT4	6.04157338383	569.12244898	359.0	2.00517
KO7	5.98927849228	452.509090909	327.0	2.18227
KO3	4.86835706096	434.790697674	285.0	2.20674
WT6	5.83982885004	461.620689655	328.0	1.89945
KO9	6.17835255285	496.442307692	345.0	2.18369
WT3	5.98915210854	505.6875	331.0	2.24977
KO1	5.87787251977	516.957446809	333.0	2.17827
KO4	6.00407932829	437.01754386	326.0	2.05015
WT5	5.62256302616	459.454545455	294.0	1.93322
KO8	5.89690099663	469.886792453	326.0	1.95444
WT7	6.16788420568	543.807692308	354.0	1.96649
OE7	5.70860316631	405.404255319	287.0	2.02501
WT9	5.59259581957	457.245901639	324.0	2.04942
OE9	5.86531309285	469.027027027	298.0	1.97365
