	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.36719912695	643.904761905	452.0	2.27886
WT8	5.151008738	491.095238095	372.0	1.99952
KO2	6.25003466807	617.0	466.0	2.32341
KO5	6.1998780811	632.428571429	446.0	2.14379
WT1	5.5007976882	570.275862069	412.0	2.26985
WT2	6.03654234872	639.553846154	463.0	2.31505
WT4	6.07891527771	635.037037037	478.0	2.15225
KO7	6.04524688866	613.327868852	435.0	2.28404
KO3	4.91889749176	544.365384615	373.0	2.16034
WT6	5.87147102063	574.444444444	420.0	2.16546
KO9	6.13128027465	571.278688525	423.0	2.33005
WT3	6.09036193992	572.291666667	441.0	2.32927
KO1	5.90816991509	549.3	422.0	2.24865
KO4	6.03002154717	695.826086957	433.0	2.28613
WT5	5.67537528446	583.807692308	394.0	2.17527
KO8	5.94503901053	641.12244898	410.0	2.07874
WT7	6.21444159058	636.815384615	446.0	2.24368
WT9	5.61353869628	556.044776119	417.0	2.2852
