	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.41049947516	591.846153846	458.0	2.27028
WT8	5.1537984928	539.12	374.0	2.03582
KO2	6.24736794367	581.407407407	463.0	2.28705
KO5	6.19112126535	627.130434783	463.0	2.24889
WT1	5.4812903002	577.438596491	414.0	2.28486
WT2	6.03191057127	654.052631579	458.0	2.35203
WT4	6.1214218352	694.727272727	497.0	2.12985
KO7	6.05662200356	598.797101449	439.0	2.26233
KO3	4.9457428396	564.170212766	383.0	2.20589
WT6	5.8469828641	545.0	416.0	2.0354
KO9	6.11325000112	607.909090909	431.0	2.20104
WT3	6.09647472185	561.813333333	443.0	2.35187
KO1	5.89130448596	602.051724138	427.0	2.27063
KO4	6.01844364849	652.559322034	445.0	2.11526
WT5	5.68033087116	567.8	390.0	2.22619
KO8	5.96495505315	575.467741935	414.0	2.2851
WT7	6.24331227983	700.230769231	466.0	2.30083
WT9	5.62228717613	606.519230769	414.0	2.26336
