	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.34899854307	524.47826087	345.0	2.1155
WT8	5.18195685793	423.5	294.0	1.99214
KO2	6.15548345062	540.717391304	347.0	2.1885
KO5	6.15189186172	517.555555556	355.0	2.01092
WT1	5.4363643715	517.442307692	333.0	2.09037
WT2	6.02774256368	539.22	361.0	2.20232
WT4	5.98607155035	527.442622951	361.0	2.02598
KO7	6.05792844227	442.346938776	320.0	1.95734
KO3	4.84638147332	410.731707317	275.0	1.87891
WT6	5.84335992576	525.12244898	335.0	1.88777
KO9	6.00812622862	470.4	317.0	2.20604
WT3	6.1111407593	503.108695652	340.0	2.29227
KO1	5.91159037595	570.317073171	333.0	2.2044
KO4	5.99200481667	537.5	338.0	2.04945
WT5	5.60032877286	432.772727273	299.0	2.13097
KO8	5.94452483551	438.705882353	319.0	2.00977
WT7	6.18604687696	564.520833333	353.0	2.23438
OE7	5.73466333671	419.591836735	295.0	2.01249
WT9	5.57996489243	475.385964912	326.0	2.10499
OE9	5.88197560047	427.318181818	296.0	1.97365
