	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.40071072586	592.216666667	423.0	2.13125
WT8	5.1618700588	444.710144928	353.0	1.96998
KO2	6.23960912078	587.846153846	425.0	2.21312
KO5	6.17837055028	584.467741935	423.0	1.99977
WT1	5.5205916213	560.454545455	396.0	2.20437
WT2	6.0766456832	611.040540541	458.0	2.33025
WT4	6.08008148886	708.85	458.0	2.17409
KO7	6.01066755144	545.053571429	393.0	2.04709
KO3	4.83608172697	593.0	359.0	2.11101
WT6	5.888125692	492.21875	388.0	2.14699
KO9	6.1536903162	558.089552239	417.0	2.24932
WT3	6.07422235957	591.508474576	417.0	2.30821
KO1	5.93083933212	580.390625	415.0	2.27049
KO4	6.02403030891	583.055555556	408.0	2.16807
WT5	5.66031637856	518.632653061	368.0	2.06383
KO8	5.94223259486	547.620689655	387.0	2.08634
WT7	6.21388878774	610.794117647	433.0	2.13171
WT9	5.6176755897	573.084745763	401.0	2.22639
