	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.38548891942	548.444444444	407.0	2.29327
WT8	5.16696274709	446.054545455	331.0	2.01424
KO2	6.25402652185	555.014285714	418.0	2.08051
KO5	6.2058288664	592.857142857	409.0	2.19694
WT1	5.50565533668	557.846153846	395.0	2.22635
WT2	5.97266175298	539.046153846	404.0	2.31489
WT4	6.08327512964	654.623188406	439.0	2.17409
KO7	6.03296436214	555.0	375.0	2.31475
KO3	4.87889780212	491.428571429	344.0	2.19235
WT6	5.87648011113	534.12	369.0	2.02075
KO9	6.106334232	509.482758621	378.0	2.2018
WT3	6.0811301323	529.0	398.0	2.25637
KO1	5.91746542394	514.368421053	374.0	2.26048
KO4	5.98342955119	485.396226415	366.0	2.31523
WT5	5.65120289364	486.444444444	352.0	2.11673
KO8	5.96387688161	531.738095238	356.0	2.04974
WT7	6.21505559361	646.196078431	403.0	2.25582
WT9	5.62004667634	526.873015873	379.0	2.26294
