	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.09053984311	246.333333333	128.0	1.23106
WT8	4.60591672547	144.055555556	84.0	0.89604
KO2	5.80262783064	167.12	112.0	1.36801
KO5	5.67749905977	207.375	118.0	1.69602
OE2	5.47271406044	215.647058824	108.0	1.05804
WT1	5.22130184279	244.0	110.0	1.5994
WT2	5.60085384085	226.5	120.0	1.50226
WT4	5.59222380603	193.454545455	113.0	1.40357
KO7	5.62966923002	195.4375	106.0	1.06137
KO3	4.54641830061	158.9	90.0	1.11776
WT6	5.41633042597	261.866666667	110.0	1.1409
OE4	5.37755525468	194.052631579	104.0	1.43656
KO9	5.76406752014	200.913043478	116.0	1.45723
WT3	5.52711217632	212.117647059	108.0	1.65366
KO1	5.47989840205	212.047619048	113.0	1.51238
KO4	5.49417983031	163.0	108.0	1.67015
WT5	5.40229946184	205.545454545	111.0	1.29417
KO8	5.62656465539	223.636363636	117.0	1.62186
OE6	5.40911051889	206.071428571	100.0	0.96525
OE5	5.43798170704	180.157894737	102.0	1.516
WT7	5.76009568808	200.913043478	116.0	1.20541
OE7	5.32380222915	192.0	94.0	1.02501
WT9	5.14315845035	230.615384615	99.0	1.38951
OE1	5.420645358	179.0	102.0	1.25041
OE8	5.42747418701	180.0	96.0	1.13922
OE9	5.51803658927	195.8125	103.0	1.1866
OE3	5.14072998161	181.176470588	97.0	1.00643
