	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.34749650523	559.018181818	397.0	2.27023
WT8	5.14309369991	520.857142857	339.0	1.92586
KO2	6.25521125918	626.873015873	430.0	2.26714
KO5	6.1939185053	625.418181818	414.0	2.26048
WT1	5.46187124329	513.222222222	372.0	2.24087
WT2	6.02151904794	567.721311475	415.0	2.33733
WT4	6.09014134324	566.679012346	425.0	2.06407
KO7	6.0224822598	557.75862069	390.0	2.27196
KO3	4.85782166028	540.319148936	345.0	2.14112
WT6	5.88726932184	605.318181818	381.0	1.99004
KO9	6.03620207389	611.125	398.0	2.26556
WT3	6.06969308945	532.046153846	397.0	2.35187
KO1	5.88284237435	504.1	377.0	2.22654
KO4	5.96429408844	511.158730159	376.0	2.05013
WT5	5.64522346756	495.352941176	353.0	2.01978
KO8	5.93804495834	496.355932203	365.0	1.96558
WT7	6.19264492018	582.609375	408.0	1.99876
WT9	5.59350895616	522.344827586	371.0	2.2632
