	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.40078070238	602.918367347	410.0	2.31491
WT8	5.16361422705	549.571428571	353.0	2.01394
KO2	6.24984485286	592.040540541	439.0	2.28862
KO5	6.20419163898	585.263157895	417.0	2.01403
WT1	5.53165933333	577.524590164	404.0	2.19421
WT2	6.01788536016	640.137931034	429.0	2.24012
WT4	6.0558549164	594.548780488	449.0	2.10773
KO7	5.9906702911	631.615384615	408.0	2.26299
KO3	4.86975393887	490.065217391	340.0	2.17649
WT6	5.86842663296	526.93220339	387.0	2.09882
KO9	6.14920545057	546.0	411.0	2.21693
WT3	6.07970650509	562.013888889	421.0	2.35187
KO1	5.90596475697	620.528301887	404.0	2.10832
KO4	6.0024415941	545.37254902	386.0	2.13103
WT5	5.69381565165	533.255319149	371.0	2.18254
KO8	5.97710254181	574.5	392.0	2.05737
WT7	6.14405124098	586.25	410.0	2.12349
WT9	5.59468478773	521.344827586	379.0	2.17597
