	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.31470162066	524.139534884	341.0	2.02818
WT8	5.16573424529	510.0	295.0	1.95541
KO2	6.12801320208	543.918367347	351.0	2.01175
KO5	6.10915676778	455.528301887	334.0	1.85556
WT1	5.46570907242	499.23255814	319.0	2.10893
WT2	5.99600918412	498.142857143	353.0	2.2219
WT4	6.00327572103	569.12244898	359.0	2.09535
KO7	6.00451775817	575.157894737	330.0	2.31522
KO3	4.89373500171	401.294117647	288.0	2.12622
WT6	5.83710979786	443.107142857	324.0	1.92154
KO9	6.08787472962	500.333333333	331.0	2.23608
WT3	6.09240092809	473.615384615	334.0	2.15295
KO1	5.90904073719	488.0	333.0	2.15665
KO4	6.00142142431	455.833333333	324.0	2.00473
WT5	5.69548048603	455.5	313.0	2.19576
KO8	5.93205846294	474.512195122	309.0	2.08307
WT7	6.11895004177	461.468085106	322.0	2.00605
OE7	5.71698125159	422.731707317	287.0	2.01002
WT9	5.53828456095	419.294117647	306.0	1.9532
OE9	5.86135797831	423.418604651	294.0	1.97351
