	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.05915825112	252.105263158	125.0	1.44876
WT8	4.60428024414	173.6	79.0	0.91109
KO2	5.77754939035	214.260869565	121.0	1.19863
KO5	5.75237853333	300.555555556	125.0	1.36177
OE2	5.24146368458	169.666666667	96.0	1.17256
WT1	5.0505448752	190.8125	98.0	1.2719
WT2	5.64680454166	246.25	122.0	1.11886
WT4	5.56113964242	271.3125	116.0	1.60454
KO7	5.51867554032	199.157894737	106.0	1.16872
KO3	4.27806066828	149.0	80.0	1.39136
WT6	5.54051468466	215.043478261	116.0	1.26825
OE4	5.26062824954	195.0	96.0	0.99787
KO9	5.71378083806	216.142857143	114.0	1.51074
WT3	5.57050880025	179.0	109.0	1.29311
KO1	5.29269444104	267.111111111	96.0	1.54505
KO4	5.67884671494	244.058823529	114.0	1.09905
WT5	5.14128125423	174.315789474	99.0	1.03196
KO8	5.63775371179	181.545454545	109.0	1.54156
OE6	5.23537000641	199.666666667	97.0	1.14025
OE5	5.69232098726	186.0	110.0	1.08308
WT7	5.61696805093	159.0	103.0	1.1285
OE7	5.3537997152	205.3125	102.0	1.16694
WT9	5.29137683319	212.2	102.0	1.45253
OE1	5.64773659784	197.8125	105.0	1.1051
OE8	5.64902485279	178.0	108.0	1.26257
OE9	5.48461043462	168.045454545	103.0	1.14975
OE3	5.12384998264	143.75	92.0	0.84443
