	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.25189390414	405.785714286	229.0	1.87323
WT8	5.12028892359	319.533333333	189.0	1.72436
KO2	6.11155451641	410.516129032	231.0	1.78322
KO5	6.15754723855	317.326086957	236.0	1.9777
OE2	5.6433833086	350.676470588	208.0	2.01764
WT1	5.19670098885	352.724137931	202.0	1.67663
WT2	5.86341644293	384.583333333	230.0	1.93202
WT4	5.9820160923	364.634146341	234.0	1.89051
KO7	5.92779436342	346.459459459	218.0	2.06802
KO3	4.77505711696	313.15625	188.0	1.63213
WT6	5.75912952282	382.028571429	220.0	1.80229
OE4	5.70546235634	434.0	216.0	1.50866
KO9	6.08305268726	317.139534884	224.0	1.71616
WT3	5.79838414087	326.483870968	203.0	1.84635
KO1	5.81036572563	336.166666667	223.0	1.91758
KO4	5.89650258497	433.037037037	223.0	1.7802
WT5	5.48718517975	347.794117647	208.0	1.82927
KO8	5.99558695373	349.238095238	229.0	1.84324
OE6	5.68483886548	276.666666667	188.0	1.67242
OE5	5.6913086441	276.823529412	193.0	1.70234
WT7	6.019356195	296.333333333	217.0	1.81508
OE7	5.4940324152	303.0	183.0	1.72163
WT9	5.3803864586	452.384615385	209.0	1.86941
OE1	5.76963492465	283.777777778	196.0	1.91711
OE8	5.83452826185	299.243902439	208.0	1.71318
OE9	5.75829153031	313.885714286	202.0	1.47275
OE3	5.45562661297	270.6	187.0	1.79157
