	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.12827589577	232.552631579	169.0	1.65043
WT8	4.88804476116	225.666666667	124.0	1.26716
KO2	5.88054725444	249.71875	163.0	1.66235
KO5	5.96672389887	264.28125	168.0	1.76671
OE2	5.55293190641	249.037037037	149.0	1.7241
WT1	5.23204845271	211.344827586	144.0	1.60795
WT2	5.88172155576	303.117647059	180.0	1.80396
WT4	5.83670728907	303.243243243	180.0	1.82295
KO7	5.76349599728	266.0	158.0	1.96548
KO3	4.72102254004	285.166666667	131.0	1.78873
WT6	5.69897099901	276.607142857	158.0	1.59954
OE4	5.56279059781	248.0	143.0	1.66858
KO9	5.90971988292	279.451612903	167.0	1.704
WT3	5.6937936642	220.724137931	149.0	1.56683
KO1	5.65295875104	286.111111111	157.0	1.73417
KO4	5.76039256894	293.0	158.0	1.60649
WT5	5.47581381778	324.555555556	149.0	1.43959
KO8	5.65142898349	317.64	161.0	1.61594
OE6	5.56131799404	261.714285714	140.0	1.56681
OE5	5.62534798362	249.636363636	143.0	1.17997
WT7	6.00518575846	305.37037037	170.0	1.71957
OE7	5.37499438483	184.483870968	133.0	1.22205
WT9	5.34104569524	345.333333333	147.0	1.61329
OE1	5.74287920874	248.333333333	151.0	1.37933
OE8	5.78812835143	261.04	153.0	1.62762
OE9	5.58546507696	246.541666667	143.0	1.32468
OE3	5.4928795372	329.235294118	148.0	1.27685
