	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.03433837981	278.352941176	128.0	1.75699
WT8	4.88548347036	192.0	93.0	1.59005
KO2	5.81491002137	247.25	123.0	1.50063
KO5	5.81678069415	176.111111111	117.0	1.57312
OE2	5.19009822118	157.333333333	92.0	1.00551
WT1	5.12010501854	181.8	102.0	1.36977
WT2	5.6015841052	213.647058824	113.0	1.42174
WT4	5.52480851154	180.545454545	108.0	1.40568
KO7	5.341271993	145.571428571	87.0	0.86925
KO3	4.41693487366	189.909090909	83.0	1.07341
WT6	5.52452370648	237.333333333	119.0	1.23921
OE4	5.19091743145	149.235294118	91.0	1.01364
KO9	5.72800516087	255.055555556	117.0	1.19527
WT3	5.72954684957	230.714285714	119.0	1.44186
KO1	5.5105614142	313.25	112.0	1.21016
KO4	5.65287830932	238.473684211	115.0	1.41244
WT5	5.16552454631	190.588235294	100.0	0.99406
KO8	5.62959885614	247.4	113.0	1.02925
OE6	5.40185919909	238.153846154	102.0	1.11935
OE5	5.29404338075	181.875	99.0	1.03918
WT7	5.68381840811	249.5	110.0	1.56788
OE7	5.19447362202	138.5	83.0	1.25686
WT9	5.10094132187	270.909090909	99.0	1.15848
OE1	5.52266993902	165.352941176	99.0	1.16148
OE8	5.47543724977	239.071428571	104.0	1.00984
OE9	5.55102278469	214.2	104.0	1.1019
OE3	5.25129659226	184.555555556	99.0	1.09625
