	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.37075739076	590.714285714	425.0	2.32911
WT8	5.19430938343	494.151515152	371.0	2.01381
KO2	6.26831694031	715.101694915	460.0	2.21284
KO5	6.20498575013	607.428571429	444.0	2.08637
WT1	5.49565008964	567.288135593	400.0	2.24104
WT2	6.03608943943	643.796875	450.0	2.32943
WT4	6.06814067326	679.578125	463.0	2.12985
KO7	6.00306547519	562.220338983	402.0	2.33733
KO3	4.94762015807	548.842105263	383.0	2.22867
WT6	5.83350713707	537.568965517	393.0	2.10205
KO9	6.10853148735	553.888888889	401.0	2.27281
WT3	6.07108226605	513.192307692	417.0	2.2923
KO1	5.9127543009	591.754098361	411.0	2.24865
KO4	5.99248020598	737.394736842	411.0	2.30777
WT5	5.68292113657	556.0	384.0	2.08547
KO8	5.91095650257	625.018518519	404.0	2.16525
WT7	6.22562276694	663.090909091	448.0	2.30115
WT9	5.63197862426	550.149253731	407.0	2.28534
