	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.30647446426	562.957446809	379.0	2.22635
WT8	5.11396871605	440.0	335.0	1.98503
KO2	6.24803053947	616.513888889	424.0	2.16591
KO5	6.19017834306	565.288135593	398.0	2.21824
WT1	5.45562577012	488.254237288	359.0	2.25026
WT2	6.04388204802	547.014925373	410.0	2.27044
WT4	6.05360261498	620.375	410.0	2.08464
KO7	6.00618538691	660.893617021	397.0	2.29263
KO3	4.913411249	467.1	340.0	2.12368
WT6	5.85743878725	471.185185185	354.0	1.89852
KO9	6.13681475473	538.125	379.0	2.11513
WT3	6.07680261108	555.915254237	391.0	2.19667
KO1	5.88098245072	531.553846154	384.0	2.25625
KO4	6.01453375121	630.162790698	384.0	2.1081
WT5	5.62754800476	606.0	344.0	1.99675
KO8	5.95946325391	522.333333333	366.0	2.01839
WT7	6.20046918049	598.472727273	398.0	2.21389
WT9	5.60487487272	526.269230769	360.0	1.99894
