	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.23420310969	343.066666667	248.0	2.02688
WT8	5.09835608145	302.035714286	192.0	1.82793
KO2	6.03563179219	406.181818182	247.0	1.87924
KO5	6.02909994486	365.441860465	248.0	1.81701
OE2	5.65899231299	371.916666667	226.0	1.86284
WT1	5.33738203486	378.692307692	236.0	1.86876
WT2	5.86541358918	375.188679245	260.0	1.91013
WT4	5.93793470243	502.636363636	264.0	1.8754
KO7	5.83298971995	354.384615385	235.0	1.95925
KO3	4.72755986808	295.6	196.0	1.73047
WT6	5.71057283445	390.717948718	237.0	1.49249
OE4	5.71399422661	376.0	226.0	1.5315
KO9	6.01309918553	439.0	233.0	1.82176
WT3	5.94160667221	383.756756757	239.0	1.92125
KO1	5.78264443586	362.634146341	237.0	1.91287
KO4	5.82615718829	430.551724138	235.0	1.96175
WT5	5.55641768862	346.731707317	226.0	1.99799
KO8	5.91215239735	364.884615385	221.0	1.95948
OE6	5.63894815454	355.263157895	225.0	1.7393
OE5	5.81258979652	317.023255814	228.0	1.83962
WT7	6.086906776	456.216216216	260.0	1.89009
OE7	5.57246104861	339.096774194	207.0	1.73805
WT9	5.57861121561	395.028571429	233.0	1.75281
OE1	5.79269672782	323.394736842	218.0	1.89233
OE8	5.91151581603	342.794117647	225.0	1.91588
OE9	5.8115964323	300.263157895	215.0	1.73606
OE3	5.5371267984	297.153846154	212.0	1.80409
