	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.35746337788	560.703125	413.0	2.25546
WT8	5.1268515732	470.642857143	341.0	2.01444
KO2	6.21352481916	594.029850746	425.0	2.27889
KO5	6.15265568347	547.3	401.0	2.06495
WT1	5.44559574639	566.6	395.0	2.26985
WT2	5.9897688774	657.733333333	416.0	2.27047
WT4	6.05489296969	579.039473684	432.0	2.10247
KO7	5.96918677647	553.85	394.0	2.04806
KO3	4.88248263345	474.019230769	339.0	2.12653
WT6	5.85564463069	484.444444444	373.0	2.12507
KO9	6.13409809007	575.773584906	400.0	2.25098
WT3	6.08019306548	512.373333333	404.0	2.31489
KO1	5.91609076097	534.044776119	395.0	2.20152
KO4	6.03682458242	590.018518519	394.0	2.24162
WT5	5.70257513768	537.87755102	372.0	2.08554
KO8	6.00523750847	555.75862069	388.0	2.04979
WT7	6.18570259145	528.904109589	405.0	2.22088
WT9	5.59614254625	572.565217391	373.0	2.22244
