	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.365899971	600.066666667	390.0	2.11484
WT8	5.16397771444	453.717391304	321.0	1.97001
KO2	6.17427894632	547.03125	395.0	2.07954
KO5	6.17212156354	570.6	387.0	2.05063
WT1	5.46233168995	548.962264151	368.0	2.18047
WT2	6.02487431423	576.055555556	401.0	2.24945
WT4	6.0307049621	606.47761194	419.0	2.12969
KO7	6.05250496778	577.6	383.0	2.2406
KO3	4.82029309105	423.0	312.0	2.08904
WT6	5.85303166002	552.611111111	375.0	2.05381
KO9	6.1151421587	531.875	373.0	2.26369
WT3	6.06870769889	517.625	392.0	2.32976
KO1	5.92029356339	525.637931034	372.0	2.24865
KO4	5.99984326276	525.105263158	378.0	2.17565
WT5	5.62716267171	500.886363636	344.0	2.12402
KO8	5.99594779165	653.976744186	380.0	2.21558
WT7	6.17907922339	581.196721311	398.0	2.2575
WT9	5.55323747402	491.015625	360.0	2.13912
