	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.37966510574	598.029850746	429.0	2.27016
WT8	5.16383661413	521.882352941	360.0	2.0354
KO2	6.25029798314	661.188405797	453.0	2.21002
KO5	6.15981596051	658.033898305	437.0	2.10839
WT1	5.46095321336	520.015625	389.0	2.28454
WT2	6.0379199207	612.524590164	439.0	2.30239
WT4	6.06732177697	637.318181818	447.0	2.10773
KO7	6.09612213864	526.015625	401.0	2.22649
KO3	4.89868973958	503.09375	368.0	2.17815
WT6	5.87075821574	549.333333333	393.0	1.96855
KO9	6.11442054962	577.808823529	420.0	2.19437
WT3	6.07400627914	577.671641791	424.0	2.35173
KO1	5.91123798297	557.553846154	410.0	2.27047
KO4	6.05744441057	607.571428571	423.0	2.08705
WT5	5.70204857203	550.222222222	378.0	2.17513
KO8	5.94506244813	505.046875	382.0	2.10753
WT7	6.19594652765	604.553846154	428.0	2.30053
WT9	5.61624027076	527.75	388.0	2.07908
