	shannon	chao1	observed_otus	PD_whole_tree
KO6	5.97513422715	278.7	168.0	1.62408
WT8	4.8214114974	314.105263158	135.0	1.59484
KO2	5.93308537321	353.05	166.0	1.83464
KO5	5.9233425079	301.193548387	172.0	1.62837
OE2	5.58386458148	391.588235294	156.0	1.50761
WT1	5.16436318853	374.5	152.0	1.38349
WT2	5.6812478162	263.75	165.0	1.90049
WT4	5.81491323595	299.0	170.0	1.62185
KO7	5.78160193982	272.0	167.0	1.49479
KO3	4.63320910461	248.772727273	126.0	1.61821
WT6	5.66251849251	300.15	150.0	1.29517
OE4	5.57967806642	236.848484848	155.0	1.26505
KO9	5.90869241655	288.535714286	167.0	1.6644
WT3	5.81999460534	250.137931034	157.0	1.43015
KO1	5.6769514499	206.625	153.0	1.6278
KO4	5.82996083668	253.0	162.0	1.42752
WT5	5.23998923495	201.206896552	136.0	1.63754
KO8	5.68595470505	312.25	166.0	1.63743
OE6	5.55795317111	269.142857143	144.0	1.55014
OE5	5.66030010359	225.088235294	152.0	1.5071
WT7	5.86148695747	276.714285714	161.0	1.66192
OE7	5.52488403911	225.652173913	138.0	1.27454
WT9	5.3373391218	288.0	145.0	1.61405
OE1	5.7566377808	269.5	154.0	1.29964
OE8	5.70516982875	245.307692308	147.0	1.59152
OE9	5.61574146961	214.115384615	139.0	1.111
OE3	5.3475832235	219.772727273	131.0	1.31746
