	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.19747091294	342.625	231.0	1.82275
WT8	5.09741398761	320.096774194	188.0	1.75614
KO2	6.03426958625	364.634146341	234.0	1.83822
KO5	6.06552806541	369.886363636	241.0	1.95192
OE2	5.66781659077	313.95	207.0	1.6246
WT1	5.20331073807	309.243243243	201.0	1.82252
WT2	5.85564502779	397.676470588	234.0	2.01626
WT4	5.83983615657	394.0	229.0	1.8621
KO7	5.9549478534	325.65	221.0	1.86488
KO3	4.79911630083	330.894736842	198.0	1.42906
WT6	5.75411666442	324.6	205.0	1.65101
OE4	5.67420936909	304.108108108	203.0	1.92048
KO9	5.85990812274	313.666666667	214.0	1.90537
WT3	5.93379119311	360.181818182	222.0	1.87001
KO1	5.72372850567	362.692307692	220.0	1.96532
KO4	5.8666068271	335.0	225.0	1.87309
WT5	5.49921029998	296.9	199.0	1.82827
KO8	5.73289179986	295.935483871	194.0	1.67427
OE6	5.65920899278	343.035714286	200.0	1.59397
OE5	5.79236269768	280.622222222	205.0	1.36079
WT7	5.97967444147	321.65	217.0	1.71411
OE7	5.65454355592	377.125	195.0	1.87487
WT9	5.39456426015	306.181818182	198.0	1.8538
OE1	5.73945795785	325.607142857	192.0	1.80287
OE8	5.8841468454	288.263157895	203.0	1.81725
OE9	5.77487307791	270.083333333	193.0	1.85074
OE3	5.49663261761	333.576923077	193.0	1.86132
