	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.35780019611	583.630434783	366.0	2.15955
WT8	5.10721341438	433.529411765	305.0	1.9478
KO2	6.25019953654	495.458333333	379.0	2.10247
KO5	6.17986564056	573.5	368.0	2.12355
WT1	5.51466118402	547.701754386	362.0	2.17223
WT2	6.01381054611	581.018518519	385.0	2.27109
WT4	6.08885175086	617.225806452	399.0	2.06866
KO7	6.04794588174	513.75	363.0	2.04062
KO3	4.93100695829	464.625	324.0	1.98685
WT6	5.8237290727	507.769230769	349.0	2.10192
KO9	6.09574960919	495.368421053	355.0	2.20166
WT3	6.0543532617	521.489795918	353.0	2.31723
KO1	5.94015737577	446.053571429	339.0	2.17968
KO4	6.05100175284	590.135135135	360.0	2.10925
WT5	5.64012389341	465.133333333	322.0	2.15296
KO8	5.91950941742	586.731707317	346.0	2.01277
WT7	6.14319562387	528.454545455	364.0	2.05739
WT9	5.62768324761	489.960784314	338.0	2.03549
