	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.31633799228	568.7	357.0	2.22537
WT8	5.15208692477	437.52173913	290.0	1.88375
KO2	6.1753903676	549.551724138	362.0	2.14753
KO5	6.21183474536	464.181818182	345.0	1.92512
WT1	5.45020538211	501.659574468	326.0	2.19698
WT2	5.99748013176	517.275862069	359.0	2.18025
WT4	5.99297513023	520.909090909	354.0	2.13883
KO7	6.03702973027	512.282608696	330.0	2.12735
KO3	4.88530609064	394.916666667	295.0	1.87297
WT6	5.83085663265	466.942307692	325.0	1.91127
KO9	6.12598792726	465.914893617	324.0	2.02468
WT3	6.07854032006	463.016393443	338.0	2.21761
KO1	5.92837664155	492.0625	328.0	2.16062
KO4	5.9885188793	513.571428571	332.0	2.10812
WT5	5.65808845677	442.976744186	301.0	1.97423
KO8	5.85336292446	459.636363636	291.0	2.1331
WT7	6.194243753	534.146341463	339.0	2.13239
OE7	5.72336484294	413.375	293.0	2.02501
WT9	5.52323463859	446.222222222	314.0	2.02052
OE9	5.87063405616	456.085714286	291.0	1.97351
