	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.33564734481	489.956521739	374.0	2.13774
WT8	5.1283170253	475.857142857	303.0	1.92303
KO2	6.21482902984	552.428571429	389.0	2.23599
KO5	6.15158606495	537.238095238	385.0	2.1529
WT1	5.4603641665	487.157894737	349.0	2.2626
WT2	5.99965915658	514.047619048	383.0	2.30827
WT4	6.02662541282	532.04109589	391.0	2.06266
KO7	6.00701408943	491.304347826	366.0	2.29202
KO3	4.91562847557	434.0	319.0	1.93861
WT6	5.83093802211	470.388888889	349.0	2.05469
KO9	6.11306516754	505.042553191	348.0	2.18276
WT3	6.04959266597	479.158730159	362.0	2.31447
KO1	5.87186489623	481.0	349.0	2.17731
KO4	5.97950304542	549.358490566	371.0	2.10179
WT5	5.67315022642	499.333333333	338.0	2.19675
KO8	5.95711454325	533.765957447	347.0	1.96111
WT7	6.13905468609	575.131147541	387.0	2.15458
WT9	5.5731076216	478.047619048	347.0	2.1986
