	shannon	chao1	observed_otus	PD_whole_tree
KO6	5.93383950926	188.756756757	129.0	1.21994
WT8	4.9301717585	218.214285714	96.0	0.95454
KO2	5.80998581311	180.5	114.0	1.72754
KO5	5.8514835021	256.217391304	129.0	1.69715
OE2	5.36799691042	189.0	102.0	1.33385
WT1	5.10376452352	265.0	105.0	1.16613
WT2	5.62098180085	259.315789474	121.0	1.57094
WT4	5.62224208871	245.333333333	115.0	1.58626
KO7	5.6201333252	175.5	109.0	1.57636
KO3	4.34430693833	167.769230769	81.0	0.8295
WT6	5.38763365606	164.217391304	102.0	1.06689
OE4	5.3259976869	160.272727273	100.0	1.10151
KO9	5.71724207033	258.058823529	116.0	1.46315
WT3	5.57636711078	233.260869565	119.0	1.80167
KO1	5.25523417111	203.071428571	97.0	1.56956
KO4	5.75501311504	227.037037037	127.0	1.60103
WT5	5.02382713519	168.5625	92.0	1.02817
KO8	5.44353085803	166.636363636	104.0	1.11206
OE6	5.21942935906	124.913043478	91.0	0.93086
OE5	5.52783910129	190.4	102.0	1.0101
WT7	5.81321900973	244.652173913	124.0	1.62635
OE7	5.40536199081	163.333333333	98.0	1.09985
WT9	5.07948175589	212.25	93.0	1.06007
OE1	5.46267270971	188.555555556	103.0	1.32426
OE8	5.55724193709	190.071428571	99.0	0.97998
OE9	5.55691751896	160.652173913	103.0	1.06156
OE3	5.28735429115	151.5	94.0	1.04479
