	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.37323905638	544.775510204	371.0	2.20467
WT8	5.16005922905	449.4	316.0	1.99865
KO2	6.25217257185	552.405797101	399.0	2.12412
KO5	6.13125515898	546.559322034	384.0	2.01906
WT1	5.48706508007	461.050847458	348.0	2.18239
WT2	5.97649253979	581.565217391	382.0	2.29373
WT4	6.07849420554	582.246153846	401.0	2.04209
KO7	6.00067952053	589.357142857	361.0	2.27142
KO3	4.82429241117	439.784313725	309.0	2.04348
WT6	5.85520929006	513.87755102	348.0	1.95398
KO9	6.03936666079	479.789473684	346.0	2.30299
WT3	6.06049985433	468.590909091	364.0	2.11589
KO1	5.91302571339	538.381818182	364.0	2.24871
KO4	6.02493940223	541.9	361.0	2.22776
WT5	5.63337542496	495.456521739	335.0	2.18263
KO8	5.94926658971	534.826086957	344.0	1.99573
WT7	6.20572348608	638.41025641	367.0	2.21303
WT9	5.57486879607	474.355932203	343.0	2.10788
