	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.07396316788	304.607142857	171.0	1.74776
WT8	4.94639362374	202.64	127.0	1.68601
KO2	5.99590169708	276.129032258	169.0	1.69959
KO5	5.85130024419	338.047619048	164.0	1.47884
OE2	5.50289993751	263.111111111	149.0	1.78739
WT1	5.13908840299	258.0	150.0	1.70179
WT2	5.73559615273	311.884615385	168.0	1.55876
WT4	5.78597127948	340.625	170.0	1.70754
KO7	5.72627348885	287.111111111	158.0	1.6586
KO3	4.7273001234	283.8	141.0	1.62267
WT6	5.49451977455	277.0	139.0	1.21446
OE4	5.69905268209	244.666666667	156.0	1.32724
KO9	5.84643164551	306.791666667	165.0	1.68373
WT3	5.68122491408	240.444444444	151.0	1.54502
KO1	5.6372746562	240.363636364	154.0	1.79912
KO4	5.92475117831	295.441176471	175.0	1.4002
WT5	5.41742913218	221.303030303	146.0	1.47661
KO8	5.60579376881	263.260869565	149.0	1.3416
OE6	5.61057098137	231.434782609	141.0	1.24138
OE5	5.57594761286	268.913043478	145.0	1.5927
WT7	5.90421500698	247.058823529	161.0	1.74324
OE7	5.47446902289	205.344827586	138.0	1.68438
WT9	5.54174421647	299.714285714	163.0	1.66226
OE1	5.57201284243	266.333333333	136.0	1.48536
OE8	5.73356129305	266.434782609	149.0	1.504
OE9	5.68661590743	271.772727273	149.0	1.14955
OE3	5.42150482417	219.677419355	144.0	1.23977
