	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.38984777591	633.676056338	450.0	2.29308
WT8	5.15552144157	523.75	367.0	2.03582
KO2	6.23456843631	599.4	444.0	2.05516
KO5	6.21087949045	571.014925373	434.0	2.06439
WT1	5.49206011484	495.347826087	397.0	2.27001
WT2	5.98275106307	571.084507042	436.0	2.29415
WT4	6.07314445201	630.083333333	460.0	2.15203
KO7	6.05572339786	542.015625	411.0	2.28537
KO3	4.90332649973	526.0	372.0	2.27249
WT6	5.88148682681	606.571428571	408.0	1.99178
KO9	6.12437174375	567.55	410.0	2.20221
WT3	6.09341169365	567.041666667	428.0	2.35187
KO1	5.89103412312	527.083333333	407.0	2.27063
KO4	6.03572539919	536.227272727	415.0	2.24178
WT5	5.64321513809	545.6875	379.0	2.20323
KO8	5.91546484946	560.701754386	390.0	2.09727
WT7	6.22262413009	636.246153846	443.0	2.32327
WT9	5.62222139339	540.230769231	399.0	2.19353
