	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.3900952365	648.654545455	440.0	2.24941
WT8	5.17141946901	498.474576271	365.0	2.03341
KO2	6.25061236244	655.513888889	456.0	2.25749
KO5	6.18468960525	662.283018868	440.0	2.11531
WT1	5.50350061116	547.014492754	412.0	2.22625
WT2	6.00749770299	637.892857143	441.0	2.25147
WT4	6.12424479111	645.375	462.0	2.08575
KO7	5.98413143552	579.288135593	412.0	2.21897
KO3	4.9220499895	497.610169492	362.0	2.1828
WT6	5.89100441714	598.2	411.0	2.16852
KO9	6.13567285512	614.444444444	413.0	2.28055
WT3	6.1077759835	580.217391304	431.0	2.35187
KO1	5.91795835234	567.047619048	417.0	2.20411
KO4	6.03257018254	613.25	419.0	2.27934
WT5	5.6975630437	530.038461538	381.0	1.96149
KO8	5.98838433256	542.873015873	395.0	2.11752
WT7	6.18190692378	595.96875	426.0	2.13187
WT9	5.58510800538	508.051724138	387.0	2.16851
