	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.21524728383	339.9	242.0	2.01297
WT8	5.0491365404	315.763157895	208.0	1.74719
KO2	6.13850345237	358.466666667	255.0	1.89967
KO5	6.01490020195	419.534883721	259.0	1.99672
OE2	5.65182848086	383.896551724	220.0	1.78068
WT1	5.4121292512	403.7	232.0	2.04061
WT2	5.85657297091	380.418604651	251.0	2.08184
WT4	5.87614733929	436.763157895	252.0	1.91873
KO7	5.85666049098	407.941176471	238.0	1.98109
KO3	4.81937591651	392.935483871	210.0	1.96663
WT6	5.66219096837	306.243902439	215.0	1.3137
OE4	5.73406606517	349.731707317	229.0	1.80258
KO9	6.01145349584	363.727272727	242.0	2.05663
WT3	5.92911269515	397.052631579	245.0	1.94617
KO1	5.77649195201	367.634146341	242.0	1.92329
KO4	5.95839690905	371.170731707	248.0	2.02632
WT5	5.58656580096	270.9	207.0	1.93205
KO8	5.83432158041	345.219512195	234.0	1.86249
OE6	5.65400286971	349.103448276	211.0	1.71733
OE5	5.75356768766	328.363636364	215.0	1.52538
WT7	5.97101016506	346.902439024	238.0	1.81673
OE7	5.74181407917	319.916666667	216.0	1.83763
WT9	5.54447788998	324.12244898	233.0	1.74743
OE1	5.7777516986	359.032258065	215.0	1.85213
OE8	5.86457894124	353.193548387	224.0	1.8036
OE9	5.79672451768	295.340909091	218.0	1.48695
OE3	5.48044518886	308.088235294	208.0	1.85211
