	shannon	chao1	observed_otus	PD_whole_tree
KO6	5.91210234291	172.0	117.0	1.64954
WT8	4.8283561589	155.055555556	87.0	0.9843
KO2	5.82297159178	250.058823529	120.0	1.50301
KO5	5.47558662967	179.545454545	107.0	1.2717
OE2	5.34367380772	193.882352941	100.0	1.57077
WT1	5.11003012175	168.789473684	99.0	1.19464
WT2	5.44493975969	199.954545455	114.0	1.62463
WT4	5.54636269149	238.454545455	119.0	1.51143
KO7	5.72424112118	185.555555556	109.0	1.10996
KO3	4.50824124592	160.666666667	87.0	1.16381
WT6	5.36278205354	229.428571429	103.0	1.01377
OE4	5.49520431398	206.65	109.0	1.42801
KO9	5.77214665036	236.428571429	110.0	1.14506
WT3	5.75351786121	202.0	118.0	1.34436
KO1	5.51233183904	203.235294118	106.0	1.60533
KO4	5.3015362397	156.333333333	98.0	1.05081
WT5	5.1871436127	158.416666667	101.0	0.95478
KO8	5.61494213611	238.176470588	112.0	1.38563
OE6	5.67768633773	235.894736842	116.0	1.54943
OE5	5.44410447177	178.555555556	102.0	0.95415
WT7	5.74931117175	168.038461538	113.0	1.57367
OE7	5.41412993278	173.55	102.0	1.3074
WT9	5.40615545881	205.65	108.0	1.34556
OE1	5.39251034102	194.545454545	92.0	1.07556
OE8	5.45322622577	213.625	103.0	1.08898
OE9	5.59674296068	234.428571429	108.0	1.22087
OE3	5.24555442876	173.0	95.0	1.4016
