	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.22736898231	418.153846154	270.0	2.0495
WT8	5.03549783327	330.7	206.0	1.68247
KO2	6.13261695736	496.371428571	282.0	1.9583
KO5	5.98325889564	412.45	268.0	1.76695
OE2	5.69281699213	412.87804878	253.0	2.03974
WT1	5.34592740069	386.772727273	253.0	1.92783
WT2	5.96031109268	405.857142857	279.0	2.05379
WT4	5.92900427127	450.27027027	270.0	2.0054
KO7	5.90208286016	399.926829268	259.0	2.0539
KO3	4.83699224797	337.857142857	220.0	2.05149
WT6	5.68329768811	411.941176471	242.0	1.80413
KO9	5.95617315857	360.578947368	248.0	1.98814
WT3	6.01718656169	479.2	276.0	2.09386
KO1	5.84569741989	384.404255319	266.0	2.02436
KO4	5.91040831892	469.447368421	272.0	1.82977
WT5	5.67978694972	344.885714286	233.0	1.97668
KO8	5.87366784433	412.5	252.0	2.03923
OE6	5.70904420218	327.682926829	230.0	1.88008
OE5	5.80105595944	344.609756098	238.0	1.84595
WT7	6.0548586535	434.357142857	270.0	1.88613
OE7	5.67033097817	351.926829268	236.0	1.93195
WT9	5.56441739961	428.025641026	257.0	1.63013
OE1	5.83246197583	481.076923077	242.0	1.94721
OE8	5.85962246146	305.1875	236.0	1.9015
OE9	5.83885251642	368.108108108	237.0	1.92784
