	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.1771427373	335.2	219.0	1.7956
WT8	5.04908564396	326.028571429	193.0	1.33576
KO2	6.03144078385	300.333333333	221.0	1.74908
KO5	6.12165473606	419.0	242.0	1.80778
OE2	5.74446102744	361.24137931	204.0	1.94771
WT1	5.4023452722	314.5	217.0	1.71351
WT2	5.99496918309	384.833333333	253.0	2.09233
WT4	6.01862042289	465.666666667	242.0	1.92028
KO7	5.95945253748	368.916666667	223.0	1.58538
KO3	4.70493889092	300.677419355	180.0	1.78078
WT6	5.79431538204	369.107142857	213.0	1.79274
OE4	5.7139319805	304.0	202.0	1.82819
KO9	6.00227039962	354.181818182	216.0	1.74137
WT3	5.96819507948	335.279069767	227.0	1.93548
KO1	5.75417719117	338.871794872	217.0	1.95002
KO4	5.80919224217	327.0	217.0	1.42875
WT5	5.5207357535	315.833333333	194.0	1.73741
KO8	5.85660324207	320.363636364	207.0	1.84766
OE6	5.68559312469	266.171428571	189.0	1.67461
OE5	5.75578377882	338.323529412	207.0	1.71989
WT7	6.03857892266	344.885714286	220.0	1.88081
OE7	5.67289613239	340.032258065	205.0	1.82962
WT9	5.46916352721	302.885714286	196.0	1.77304
OE1	5.82964178667	348.5	206.0	1.91729
OE8	5.84625724235	302.166666667	203.0	1.80351
OE9	5.71858098396	302.34375	196.0	1.46396
OE3	5.53349029861	340.884615385	197.0	1.49184
