	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.39797639278	599.223880597	454.0	2.3073
WT8	5.17544913146	571.788461538	390.0	2.02226
KO2	6.25805517873	630.075949367	479.0	2.05736
KO5	6.16342485989	575.558441558	451.0	2.21791
WT1	5.47581103147	577.313432836	430.0	2.24803
WT2	6.05826664744	666.684210526	468.0	2.33765
WT4	6.12000677631	651.043010753	502.0	2.15231
KO7	6.01890216966	615.764705882	447.0	2.29367
KO3	4.91289492327	564.773584906	389.0	2.24432
WT6	5.8644651366	564.045454545	427.0	2.05752
KO9	6.13955902097	635.892857143	439.0	2.2024
WT3	6.10691383203	592.584415584	457.0	2.35187
KO1	5.91409999242	606.084745763	434.0	2.26351
KO4	6.0439628835	641.471698113	439.0	2.27077
WT5	5.73768965347	634.466666667	412.0	2.24083
KO8	5.95313773322	539.089552239	412.0	2.10843
WT7	6.17754307667	603.615384615	443.0	2.13095
WT9	5.62397305017	563.151515152	422.0	2.0573
