	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.06315602195	267.571428571	175.0	1.66198
WT8	5.11164390171	296.75	148.0	1.19305
KO2	6.09440960417	263.0	172.0	1.79133
KO5	5.89239133264	282.837837838	177.0	1.79863
OE2	5.46941801476	227.44	139.0	1.2221
WT1	5.25056716215	268.451612903	156.0	1.56016
WT2	5.76012066569	297.6	178.0	1.98148
WT4	5.73421464277	267.333333333	162.0	1.66394
KO7	5.76833788711	261.294117647	166.0	1.53394
KO3	4.66779371784	202.666666667	128.0	1.26971
WT6	5.58630196787	315.038461538	161.0	1.59598
OE4	5.56870986867	291.176470588	145.0	1.37052
KO9	5.81554749562	318.913043478	160.0	1.71538
WT3	5.80378589431	276.037037037	159.0	1.42506
KO1	5.59225375881	261.615384615	152.0	1.6505
KO4	5.60585527226	225.896551724	145.0	1.28383
WT5	5.39177277298	223.37037037	139.0	1.72209
KO8	5.73428779402	358.0	163.0	1.50977
OE6	5.62345045952	290.045454545	150.0	1.55368
OE5	5.63018373885	285.0	143.0	1.37485
WT7	5.86745762882	235.896551724	155.0	1.81161
OE7	5.53798947114	279.055555556	141.0	1.66883
WT9	5.28393708	275.6	146.0	1.62941
OE1	5.56732315962	366.875	149.0	1.6874
OE8	5.79553688371	214.03125	147.0	1.37302
OE9	5.73710339838	237.275862069	154.0	1.47328
OE3	5.31706472725	205.333333333	136.0	1.27813
