	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.32560259382	463.181818182	344.0	2.02592
WT8	5.12526644365	442.942307692	301.0	1.86459
KO2	6.21497319283	541.567164179	377.0	2.23246
KO5	6.16622351344	568.716981132	369.0	2.22009
WT1	5.44634592403	427.018181818	320.0	2.15676
WT2	6.0230151623	517.782608696	352.0	2.25815
WT4	6.00323658253	488.308823529	365.0	2.07201
KO7	5.98455996155	443.018181818	330.0	2.18163
KO3	4.90328848422	467.0	297.0	2.01588
WT6	5.85876883964	482.62	335.0	1.9185
KO9	6.05037769342	467.0	335.0	2.03316
WT3	6.04793626858	546.595744681	357.0	2.13101
KO1	5.86440371618	524.133333333	332.0	2.1798
KO4	5.98065523636	489.142857143	344.0	2.07678
WT5	5.71326011878	503.025641026	323.0	1.97657
KO8	5.92786773066	510.333333333	324.0	2.20534
WT7	6.17213415767	602.204081633	368.0	2.10137
OE7	5.72857449843	409.0	302.0	2.02501
WT9	5.57199269254	498.234042553	328.0	2.06184
