	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.39816744756	538.385964912	389.0	2.32885
WT8	5.13567981024	518.442307692	334.0	1.96948
KO2	6.23370669749	621.283018868	399.0	2.23555
KO5	6.21351649093	548.684210526	390.0	2.10935
WT1	5.49339659254	503.086956522	372.0	2.24771
WT2	5.97371008803	559.758064516	396.0	2.31661
WT4	6.02866607152	559.378787879	399.0	2.09488
KO7	6.01433589274	528.960784314	362.0	2.11573
KO3	4.88240445599	572.357142857	334.0	2.12221
WT6	5.88862864174	567.294117647	371.0	1.93166
KO9	6.09320436601	514.962264151	364.0	2.12451
WT3	6.06899657925	540.266666667	385.0	2.31509
KO1	5.93942037299	548.055555556	373.0	2.24137
KO4	5.95411323684	466.873015873	361.0	2.06422
WT5	5.67751577962	484.8	342.0	2.13858
KO8	5.97117278321	533.153846154	354.0	2.0345
WT7	6.13836173048	616.957446809	376.0	2.19727
WT9	5.61558198573	518.7	351.0	2.01337
