	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.41418682321	595.985074627	438.0	2.32929
WT8	5.16723488092	508.181818182	365.0	2.0365
KO2	6.22029889746	628.655737705	443.0	2.32311
KO5	6.23674536996	637.246575342	463.0	2.2406
WT1	5.51077032489	572.421875	416.0	2.2847
WT2	6.05306195188	620.28125	448.0	2.33765
WT4	6.05216649089	638.666666667	452.0	2.10722
KO7	6.05296128416	635.333333333	420.0	2.28596
KO3	4.86901170279	508.451612903	369.0	2.24978
WT6	5.87192530656	593.5	411.0	2.16882
KO9	6.10976463354	564.258064516	414.0	2.14799
WT3	6.0927746005	561.208333333	428.0	2.35173
KO1	5.85852598925	590.327868852	412.0	2.28533
KO4	6.07661071538	594.846153846	432.0	2.33765
WT5	5.69665469255	552.960784314	386.0	2.21888
KO8	5.95449340566	623.52	403.0	2.10167
WT7	6.17631132637	688.038461538	431.0	2.25687
WT9	5.60423132402	548.75	398.0	2.21227
