	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.3538844429	559.846153846	408.0	2.27158
WT8	5.11099818801	422.267857143	321.0	1.97001
KO2	6.24279248412	605.406779661	416.0	2.25458
KO5	6.19771283051	640.158730159	428.0	2.22085
WT1	5.4978623531	552.85	386.0	2.24773
WT2	6.00709987758	577.114754098	413.0	2.22378
WT4	6.11782205606	559.378378378	426.0	2.12971
KO7	6.02652603785	537.068965517	388.0	2.28607
KO3	4.90013600374	489.638297872	330.0	2.13822
WT6	5.89335311517	556.568181818	366.0	1.89836
KO9	6.11374671721	566.591836735	382.0	2.06905
WT3	6.0879800933	521.015873016	392.0	2.31489
KO1	5.88860334979	580.666666667	390.0	2.28535
KO4	5.97299603791	448.442622951	364.0	2.10796
WT5	5.66175356127	529.622641509	364.0	2.16089
KO8	5.92754380446	566.571428571	368.0	1.98913
WT7	6.19802296742	635.310344828	416.0	2.06483
WT9	5.64987310554	524.344827586	373.0	2.13252
