	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.38097672791	512.684210526	361.0	2.02881
WT8	5.1247539845	456.06	306.0	1.94778
KO2	6.19692289526	532.915254237	368.0	2.27945
KO5	6.16949537669	527.942307692	354.0	2.14967
WT1	5.48414487792	475.357142857	322.0	2.07083
WT2	5.97322887731	526.508196721	367.0	2.23015
WT4	6.02421994486	681.12244898	381.0	2.11705
KO7	5.98451664625	590.394736842	338.0	1.98749
KO3	4.84956473984	416.388888889	295.0	2.08637
WT6	5.81159980882	409.642857143	314.0	1.94332
KO9	6.18202764761	488.2	343.0	2.23186
WT3	6.01676644263	489.962264151	339.0	2.01322
KO1	5.92664217205	571.528301887	355.0	2.20461
KO4	6.02301467048	489.962264151	339.0	2.25659
WT5	5.63049491988	459.0	300.0	2.10247
KO8	5.92164413496	492.318181818	319.0	1.977
WT7	6.15376748273	509.738095238	334.0	2.01308
OE7	5.72142889676	375.0	295.0	2.02501
WT9	5.60826282649	448.049180328	331.0	2.04262
