	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.33290455326	542.303030303	296.0	1.8754
WT8	5.14282486379	419.935483871	237.0	1.9069
KO2	6.19838772481	417.56	291.0	1.97648
KO5	6.08600065829	477.23255814	297.0	1.94418
OE2	5.75023832802	422.227272727	268.0	2.08662
WT1	5.4938893439	435.227272727	281.0	1.96179
WT2	5.91565810507	473.234042553	303.0	2.17808
WT4	5.98513538856	396.117647059	287.0	1.91891
KO7	6.07943606469	500.682926829	293.0	1.94184
KO3	4.82518596992	346.782608696	237.0	1.81874
WT6	5.81365358805	408.222222222	275.0	1.70586
KO9	6.00208337311	396.894736842	264.0	1.88296
WT3	6.00300580646	438.071428571	282.0	2.13444
KO1	5.84941013769	432.065217391	282.0	1.9609
KO4	5.84736388278	427.5	264.0	2.02372
WT5	5.56062238601	397.41025641	252.0	1.84387
KO8	5.90570523128	384.526315789	262.0	2.00026
OE6	5.68458641037	340.052631579	237.0	1.6845
OE5	5.84345896253	409.03030303	256.0	1.86775
WT7	6.08892347704	486.538461538	291.0	1.93999
OE7	5.72867365167	379.6	241.0	1.95337
WT9	5.44262976073	443.27027027	263.0	2.17776
OE1	5.88324888982	436.387096774	250.0	1.96222
OE8	5.9294892756	361.763157895	254.0	1.93802
OE9	5.86237829584	390.794117647	251.0	1.87042
