	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.35954624699	481.046875	358.0	2.22666
WT8	5.10175299447	455.632653061	300.0	1.94436
KO2	6.14343272536	582.137931034	371.0	2.23578
KO5	6.17143295085	558.0	354.0	2.06986
WT1	5.48519802381	479.781818182	332.0	2.20062
WT2	5.98811320715	489.254237288	360.0	2.20429
WT4	6.07618860957	582.516129032	385.0	2.13029
KO7	5.97414635016	407.348837209	310.0	2.07184
KO3	4.77586720658	446.914893617	295.0	2.12677
WT6	5.82817798388	447.241935484	334.0	1.99165
KO9	6.11970863326	505.773584906	350.0	2.22384
WT3	6.08693997241	523.365384615	352.0	2.28533
KO1	5.89074791131	467.368421053	340.0	2.0975
KO4	5.97281271629	535.025	335.0	2.02767
WT5	5.68143077758	453.352941176	318.0	2.02813
KO8	5.88504540848	531.568181818	326.0	2.07097
WT7	6.18052768677	572.411764706	362.0	2.18537
OE7	5.71272471356	402.12	295.0	2.02501
WT9	5.61089921484	434.052631579	325.0	2.13364
