	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.22185974831	441.657894737	281.0	1.88682
WT8	5.10003307073	416.5	247.0	1.8868
KO2	6.13809551841	411.553191489	284.0	2.22184
KO5	6.02318211165	432.081081081	273.0	1.90151
OE2	5.73011485957	358.0	257.0	1.90668
WT1	5.49376095004	381.790697674	262.0	2.07667
WT2	5.96081174547	454.256410256	292.0	2.06264
WT4	5.94875659318	403.018518519	292.0	2.02369
KO7	5.84797614508	365.275	256.0	1.94516
KO3	4.78064389397	383.684210526	240.0	2.21432
WT6	5.82271206991	403.0	286.0	1.98589
KO9	5.98985964908	430.357142857	277.0	2.09246
WT3	5.99760790545	409.772727273	276.0	2.21918
KO1	5.77521789759	415.875	266.0	1.98487
KO4	5.91208479475	396.192307692	283.0	1.94275
WT5	5.62500174105	348.125	259.0	2.05626
KO8	5.90981063119	398.552631579	263.0	1.80156
OE6	5.66994293432	356.5	239.0	1.87405
OE5	5.82282715629	391.5	254.0	1.85306
WT7	6.12342831509	393.765957447	282.0	2.15472
OE7	5.6636188826	401.27027027	248.0	1.86112
WT9	5.57639001269	431.826086957	274.0	1.95635
OE1	5.86441717705	487.37037037	253.0	1.88037
OE8	5.92672583959	365.176470588	250.0	1.92334
OE9	5.83088846747	391.428571429	250.0	1.95122
