	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.4006698939	668.338709677	458.0	2.10134
WT8	5.17345489644	489.0	379.0	2.03634
KO2	6.22895240892	625.378378378	462.0	2.32341
KO5	6.19031990358	642.862068966	445.0	2.21975
WT1	5.5272732345	554.363636364	428.0	2.2412
WT2	6.0217593918	687.142857143	460.0	2.28594
WT4	6.09470837808	677.513888889	478.0	2.12985
KO7	5.99346806872	571.846153846	420.0	2.24166
KO3	4.87626203529	480.452054795	381.0	2.21013
WT6	5.89086924569	557.388888889	428.0	2.01231
KO9	6.13422137999	557.287671233	424.0	2.30315
WT3	6.09324729405	584.0	441.0	2.35187
KO1	5.91429180907	644.338709677	434.0	2.27063
KO4	6.01295739657	554.044776119	425.0	2.28623
WT5	5.69144992629	549.466666667	380.0	2.17517
KO8	5.97201415733	630.058823529	408.0	2.12287
WT7	6.20071358148	592.013888889	445.0	2.27871
WT9	5.66354499033	517.465753425	413.0	2.2852
