	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.26102420669	574.813953488	342.0	2.02151
WT8	5.08978334643	413.078431373	289.0	1.90076
KO2	6.1696390276	535.0	361.0	2.23479
KO5	6.14940508914	536.957446809	353.0	1.98925
WT1	5.49156418259	529.365853659	328.0	2.21928
WT2	5.97191677389	506.068965517	357.0	2.25138
WT4	6.02208565457	519.041666667	370.0	2.04176
KO7	5.96564357764	421.0	316.0	2.00392
KO3	4.85849890637	430.87755102	290.0	2.18521
WT6	5.78803394307	415.175438596	310.0	1.77873
KO9	6.04360646039	532.6	348.0	2.23602
WT3	6.08938325019	502.0	348.0	2.24625
KO1	5.92575842586	488.109090909	338.0	2.02616
KO4	5.96210517457	448.666666667	323.0	2.10176
WT5	5.66291686627	422.42	309.0	2.16059
KO8	5.88633168673	546.0	300.0	2.09485
WT7	6.13340919887	468.058823529	335.0	2.02018
OE7	5.68282596181	422.666666667	287.0	2.02501
WT9	5.57633821104	444.1	313.0	2.21852
OE9	5.85944720872	399.06	294.0	1.97365
